nr_qubits,machines,tr&v exp_type,tr&v circuits,test exp_type,test circuits,preprocess settings,n_neighbors,param settings,accuracy,cv_1,cv_2,cv_3,cv_4,cv_5
8,1111,Hardware,100,Hardware,100,0,5,0,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Hardware,100,Simulation,100,0,5,0,0.2525,nan,nan,nan,nan,nan
8,1111,Hardware,100,Refreshed_Simulation,100,0,5,0,0.465,nan,nan,nan,nan,nan
8,1111,Hardware,100,Refreshed_Hardware,100,0,5,0,1.0,nan,nan,nan,nan,nan
8,1111,Hardware,100,Sim and Refreshed,100,0,5,0,0.35875,nan,nan,nan,nan,nan
8,1111,Simulation,100,Simulation,100,0,5,0,1.0,1.0,0.984375,1.0,0.984375,1.0
8,1111,Simulation,100,Hardware,100,0,5,0,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Simulation,100,Refreshed_Simulation,100,0,5,0,0.7325,nan,nan,nan,nan,nan
8,1111,Simulation,100,Refreshed_Hardware,100,0,5,0,0.5,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,100,Refreshed_Simulation,100,0,5,0,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Refreshed_Simulation,100,Hardware,100,0,5,0,0.4066666666666667,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,100,Simulation,100,0,5,0,0.4775,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,100,Refreshed_Hardware,100,0,5,0,0.5,nan,nan,nan,nan,nan
8,1100,Refreshed_Hardware,100,Refreshed_Hardware,100,0,5,0,1.0,1.0,1.0,1.0,1.0,1.0
8,1100,Refreshed_Hardware,100,Hardware,100,0,5,0,0.98,nan,nan,nan,nan,nan
8,1100,Refreshed_Hardware,100,Simulation,100,0,5,0,0.5,nan,nan,nan,nan,nan
8,1100,Refreshed_Hardware,100,Refreshed_Simulation,100,0,5,0,0.8,nan,nan,nan,nan,nan
8,1111,Hardware,100,Hardware,100,0,5,1,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Hardware,100,Simulation,100,0,5,1,0.25,nan,nan,nan,nan,nan
8,1111,Hardware,100,Refreshed_Simulation,100,0,5,1,0.5925,nan,nan,nan,nan,nan
8,1111,Hardware,100,Refreshed_Hardware,100,0,5,1,1.0,nan,nan,nan,nan,nan
8,1111,Hardware,100,Sim and Refreshed,100,0,5,1,0.42125,nan,nan,nan,nan,nan
8,1111,Simulation,100,Simulation,100,0,5,1,1.0,1.0,1.0,1.0,0.984375,1.0
8,1111,Simulation,100,Hardware,100,0,5,1,0.16666666666666666,nan,nan,nan,nan,nan
8,1111,Simulation,100,Refreshed_Simulation,100,0,5,1,0.7375,nan,nan,nan,nan,nan
8,1111,Simulation,100,Refreshed_Hardware,100,0,5,1,0.5,nan,nan,nan,nan,nan
8,1111,Refreshed_Simulation,100,Refreshed_Simulation,100,0,5,1,1.0,1.0,1.0,1.0,1.0,1.0
8,1111,Refreshed_Simulation,100,Hardware,100,0,5,1,0.43,nan,nan,nan,nan,nan
