column,max,min,range,mean,standard deviation,variance
00000000,1145.0,1005.0,140.0,1069.12,29.399875051796133,864.3526530612246
00000001,347.0,249.0,98.0,287.88,20.805846901919722,432.88326530612244
00000010,249.0,183.0,66.0,210.58,14.355671566403606,206.08530612244894
00000011,68.0,41.0,27.0,54.08,7.3508017055478865,54.03428571428572
00000100,47.0,22.0,25.0,33.26,5.3597517456977615,28.726938775510206
00000101,12.0,1.0,11.0,6.62,2.5626039053100276,6.566938775510205
00000110,23.0,6.0,17.0,13.08,4.114880909328869,16.932244897959183
00000111,70.0,30.0,40.0,51.44,8.98334059040763,80.70040816326531
00001000,32.0,15.0,17.0,23.18,4.649731175025067,21.619999999999997
00001001,7.0,1.0,6.0,3.1,1.6444092047459054,2.7040816326530606
00001010,6.0,0.0,6.0,2.86,1.714404757771451,2.9391836734693872
00001011,9.0,0.0,9.0,3.88,1.9020933688106558,3.6179591836734692
00001100,8.0,0.0,8.0,3.04,1.6898254951567138,2.855510204081633
00001101,7.0,0.0,7.0,2.0,1.4427864197660112,2.0816326530612246
00001110,10.0,0.0,10.0,4.38,2.1560545977714547,4.648571428571429
00001111,33.0,10.0,23.0,19.86,5.083024971131153,25.837142857142858
00010000,119.0,79.0,40.0,95.32,8.851242274162331,78.34448979591836
00010001,21.0,2.0,19.0,11.5,3.8185904013210457,14.581632653061224
00010010,13.0,1.0,12.0,6.52,2.7718703624308354,7.68326530612245
00010011,5.0,0.0,5.0,2.14,1.2290696664135679,1.5106122448979589
00010100,4.0,0.0,4.0,1.0,1.0101525445522108,1.0204081632653061
00010101,2.0,0.0,2.0,0.46,0.6455499158682859,0.4167346938775511
00010110,2.0,0.0,2.0,0.5,0.6468132241526726,0.41836734693877553
00010111,5.0,0.0,5.0,1.84,1.360672102833218,1.8514285714285716
00011000,7.0,0.0,7.0,1.8,1.4982983545287878,2.2448979591836733
00011001,2.0,0.0,2.0,0.44,0.7602362683228612,0.5779591836734694
00011010,3.0,0.0,3.0,0.38,0.6667006794044591,0.44448979591836735
00011011,6.0,0.0,6.0,2.0,1.538618516324144,2.36734693877551
00011100,3.0,0.0,3.0,0.7,0.8144110179279556,0.6632653061224488
00011101,4.0,0.0,4.0,0.72,1.010960343597379,1.0220408163265307
00011110,8.0,0.0,8.0,3.04,1.8401419643548134,3.3861224489795916
00011111,23.0,6.0,17.0,13.26,3.842883696137682,14.767755102040814
00100000,102.0,70.0,32.0,84.34,8.486748373740303,72.02489795918368
00100001,17.0,3.0,14.0,8.14,3.0305249764113578,9.184081632653061
00100010,13.0,1.0,12.0,5.52,2.349468024894146,5.5200000000000005
00100011,4.0,0.0,4.0,1.52,1.1109841197270618,1.2342857142857144
00100100,4.0,0.0,4.0,0.92,1.0659861774958646,1.136326530612245
00100101,2.0,0.0,2.0,0.16,0.42185208743524005,0.1779591836734694
00100110,2.0,0.0,2.0,0.38,0.5674864018868916,0.32204081632653064
00100111,4.0,0.0,4.0,1.34,1.099350457575485,1.2085714285714286
00101000,3.0,0.0,3.0,0.78,0.8640200300021394,0.746530612244898
00101001,2.0,0.0,2.0,0.12,0.3854496446637726,0.14857142857142855
00101010,1.0,0.0,1.0,0.12,0.3282607226593159,0.10775510204081631
00101011,1.0,0.0,1.0,0.28,0.4535573676110727,0.2057142857142857
00101100,1.0,0.0,1.0,0.18,0.3880879344916036,0.1506122448979592
00101101,2.0,0.0,2.0,0.2,0.45175395145262565,0.20408163265306126
00101110,3.0,0.0,3.0,0.64,0.8020382198638971,0.6432653061224489
00101111,8.0,0.0,8.0,2.22,1.669534946856612,2.7873469387755105
00110000,7.0,0.0,7.0,3.24,1.6728321335205083,2.7983673469387758
00110001,2.0,0.0,2.0,0.3,0.5439837932759934,0.2959183673469387
00110010,2.0,0.0,2.0,0.16,0.42185208743524,0.17795918367346936
00110011,1.0,0.0,1.0,0.12,0.3282607226593159,0.10775510204081631
00110100,1.0,0.0,1.0,0.12,0.32826072265931594,0.10775510204081633
00110101,1.0,0.0,1.0,0.06,0.23989793748209523,0.05755102040816327
00110110,1.0,0.0,1.0,0.08,0.27404751561786966,0.07510204081632653
00110111,2.0,0.0,2.0,0.26,0.5646020812962715,0.3187755102040817
00111000,3.0,0.0,3.0,0.46,0.7342912729083656,0.5391836734693878
00111001,2.0,0.0,2.0,0.16,0.42185208743524005,0.1779591836734694
00111010,2.0,0.0,2.0,0.32,0.5869325309764039,0.34448979591836726
00111011,6.0,0.0,6.0,1.44,1.2642655365621478,1.5983673469387754
00111100,2.0,0.0,2.0,0.42,0.5746338674605362,0.33020408163265313
00111101,5.0,0.0,5.0,1.04,1.105828713163636,1.2228571428571429
00111110,6.0,0.0,6.0,2.68,1.8232064152621505,3.3240816326530616
00111111,23.0,9.0,14.0,14.24,3.2736424199777154,10.716734693877552
01000000,24.0,8.0,16.0,16.08,3.9322839600996695,15.462857142857139
01000001,5.0,0.0,5.0,1.56,1.2803060858518902,1.6391836734693876
01000010,3.0,0.0,3.0,1.26,1.0654116766848045,1.1351020408163264
01000011,2.0,0.0,2.0,0.22,0.4646701704940169,0.21591836734693873
01000100,2.0,0.0,2.0,0.18,0.4375255094603873,0.19142857142857148
01000101,1.0,0.0,1.0,0.04,0.19794866372215744,0.03918367346938777
01000110,1.0,0.0,1.0,0.08,0.27404751561786966,0.07510204081632653
01000111,1.0,0.0,1.0,0.24,0.4314191105869,0.18612244897959185
01001000,2.0,0.0,2.0,0.18,0.4375255094603873,0.19142857142857148
01001001,1.0,0.0,1.0,0.06,0.2398979374820952,0.05755102040816326
01001010,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01001011,1.0,0.0,1.0,0.06,0.2398979374820952,0.05755102040816326
01001100,0.0,0.0,0.0,0.0,0.0,0.0
01001101,0.0,0.0,0.0,0.0,0.0,0.0
01001110,1.0,0.0,1.0,0.04,0.19794866372215741,0.03918367346938776
01001111,2.0,0.0,2.0,0.2,0.45175395145262565,0.20408163265306123
01010000,3.0,0.0,3.0,0.54,0.7342912729083655,0.5391836734693877
01010001,1.0,0.0,1.0,0.12,0.32826072265931594,0.10775510204081633
01010010,0.0,0.0,0.0,0.0,0.0,0.0
01010011,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01010100,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01010101,0.0,0.0,0.0,0.0,0.0,0.0
01010110,0.0,0.0,0.0,0.0,0.0,0.0
01010111,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01011000,1.0,0.0,1.0,0.04,0.19794866372215741,0.03918367346938776
01011001,1.0,0.0,1.0,0.04,0.19794866372215741,0.03918367346938776
01011010,0.0,0.0,0.0,0.0,0.0,0.0
01011011,1.0,0.0,1.0,0.14,0.3505098327538656,0.12285714285714282
01011100,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01011101,1.0,0.0,1.0,0.12,0.3282607226593159,0.10775510204081631
01011110,1.0,0.0,1.0,0.1,0.30304576336566325,0.09183673469387756
01011111,4.0,0.0,4.0,0.46,0.7879189847507243,0.6208163265306121
01100000,7.0,0.0,7.0,3.18,1.9239627473163885,3.701632653061225
01100001,2.0,0.0,2.0,0.36,0.59795570104161,0.35755102040816333
01100010,2.0,0.0,2.0,0.12,0.38544964466377263,0.14857142857142858
01100011,1.0,0.0,1.0,0.06,0.23989793748209523,0.05755102040816327
01100100,1.0,0.0,1.0,0.04,0.19794866372215741,0.03918367346938776
01100101,0.0,0.0,0.0,0.0,0.0,0.0
01100110,1.0,0.0,1.0,0.02,0.1414213562373095,0.019999999999999997
01100111,1.0,0.0,1.0,0.04,0.19794866372215741,0.03918367346938776
01101000,1.0,0.0,1.0,0.02,0.1414213562373095,0.019999999999999997
01101001,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01101010,1.0,0.0,1.0,0.02,0.1414213562373095,0.019999999999999997
01101011,0.0,0.0,0.0,0.0,0.0,0.0
01101100,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01101101,1.0,0.0,1.0,0.02,0.1414213562373095,0.019999999999999997
01101110,2.0,0.0,2.0,0.2,0.45175395145262565,0.20408163265306126
01101111,3.0,0.0,3.0,0.56,0.8121525944886797,0.6595918367346939
01110000,1.0,0.0,1.0,0.18,0.3880879344916036,0.1506122448979592
01110001,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01110010,1.0,0.0,1.0,0.04,0.19794866372215744,0.03918367346938777
01110011,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01110100,1.0,0.0,1.0,0.02,0.14142135623730948,0.019999999999999993
01110101,0.0,0.0,0.0,0.0,0.0,0.0
01110110,1.0,0.0,1.0,0.04,0.19794866372215744,0.03918367346938777
01110111,2.0,0.0,2.0,0.16,0.42185208743524005,0.1779591836734694
01111000,2.0,0.0,2.0,0.18,0.43752550946038726,0.19142857142857145
