0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
3953,66,38,,29,,,,10,,,,,,,
3964,60,43,,25,,,,4,,,,,,,
3969,46,41,,30,1,1,,8,,,,,,,
3968,60,32,1,28,,1,,5,1,,,,,,
3980,48,31,,30,,1,,6,,,,,,,
3956,65,40,,30,,,,5,,,,,,,
3974,50,41,,25,,3,,3,,,,,,,
3975,58,30,,29,,,,4,,,,,,,
3970,49,46,1,23,,,,7,,,,,,,
3982,53,26,,23,1,2,,8,,1,,,,,
3954,63,47,,29,,,,3,,,,,,,
3993,44,30,1,23,,,,5,,,,,,,
3990,43,39,,21,,1,,2,,,,,,,
3951,61,43,,34,,1,,5,1,,,,,,
3960,51,40,1,37,,2,,5,,,,,,,
3957,54,46,3,29,1,,,6,,,,,,,
3962,53,45,1,26,,,,9,,,,,,,
3972,53,34,,33,1,,,2,1,,,,,,
3971,42,42,,33,,1,,7,,,,,,,
3965,55,31,,38,,,,6,,,,1,,,
3961,44,35,1,46,1,,,8,,,,,,,
3985,51,31,1,25,,,,3,,,,,,,
3975,60,37,,20,,,,4,,,,,,,
3968,46,46,,30,,,,4,,1,,1,,,
3992,41,29,,31,,1,,2,,,,,,,
3958,57,41,,30,2,,,8,,,,,,,
3966,54,31,1,35,,1,,7,1,,,,,,
3966,54,37,1,33,,,,5,,,,,,,
3965,48,42,,33,,1,,7,,,,,,,
3977,44,30,,36,1,,,8,,,,,,,
3991,37,28,,35,,1,,4,,,,,,,
3975,46,35,1,31,,,,7,,,,1,,,
3973,49,38,2,29,,,,5,,,,,,,
3964,51,41,,28,1,1,,10,,,,,,,
3968,49,40,,34,,,,3,2,,,,,,
3969,53,32,,35,,,,7,,,,,,,
3973,55,31,,31,,,,5,1,,,,,,
3971,60,31,,27,,1,,6,,,,,,,
3968,66,26,3,28,1,,,4,,,,,,,
3964,61,42,,22,,,,7,,,,,,,
3980,44,33,1,31,,,,7,,,,,,,
3967,51,36,,34,1,,,7,,,,,,,
3983,37,30,,39,1,,,6,,,,,,,
3958,58,40,1,35,,,,4,,,,,,,
3971,42,44,2,35,1,1,,,,,,,,,
3959,51,42,,36,,,,8,,,,,,,
3953,59,34,,44,,,,6,,,,,,,
3980,43,34,,30,1,,,8,,,,,,,
3979,38,47,,29,,1,,2,,,,,,,
3969,44,35,2,41,,,,5,,,,,,,
3963,54,34,,35,,,,10,,,,,,,
3961,55,40,,33,1,,,6,,,,,,,
3963,59,33,,37,1,,,2,,1,,,,,
3984,48,24,1,34,1,1,,3,,,,,,,
3977,45,42,,27,,,,5,,,,,,,
3978,43,35,1,32,1,,,6,,,,,,,
3955,54,49,1,32,,,,5,,,,,,,
3970,57,35,,25,,,,8,,1,,,,,
3965,48,46,,25,,,,11,1,,,,,,
3948,63,36,,38,,,,11,,,,,,,
3979,55,31,,27,,,,4,,,,,,,
3983,45,38,1,22,1,1,,5,,,,,,,
3979,51,30,,34,,,,2,,,,,,,
3981,47,40,,25,,1,,2,,,,,,,
3966,51,45,,29,,1,,4,,,,,,,
3959,58,35,,37,,,,7,,,,,,,
3961,62,31,1,33,,,,8,,,,,,,
3952,66,42,,32,,,,4,,,,,,,
3986,35,32,2,33,,1,,6,,,,1,,,
3976,50,34,,27,,1,,7,,1,,,,,
3979,48,30,1,32,,,,6,,,,,,,
3964,50,48,1,31,,,,2,,,,,,,
3961,66,35,,29,1,,,4,,,,,,,
3957,52,46,,32,,,,9,,,,,,,
3972,54,37,,28,,,,5,,,,,,,
3961,51,36,,34,,2,,12,,,,,,,
3960,56,35,,39,,2,,3,1,,,,,,
3973,45,36,,35,1,,,6,,,,,,,
3980,45,40,,26,,,,5,,,,,,,
3969,52,39,1,30,,,,4,1,,,,,,
3976,51,32,,27,,1,,9,,,,,,,
3981,48,33,1,25,1,1,,6,,,,,,,
3970,49,42,,27,1,,,7,,,,,,,
3967,50,34,,38,,,,7,,,,,,,
3977,43,42,,29,1,1,,3,,,,,,,
3980,47,33,1,28,,,,7,,,,,,,
3961,55,45,,27,,,,8,,,,,,,
3966,59,36,1,28,,2,,4,,,,,,,
3963,54,40,,30,1,,,8,,,,,,,
3960,59,39,,36,,,,2,,,,,,,
3981,44,37,1,27,3,,,3,,,,,,,
3983,37,42,,28,,,,5,,1,,,,,
3970,56,39,1,24,,,,6,,,,,,,
3965,63,28,2,32,1,,,5,,,,,,,
3944,68,46,,33,,,,5,,,,,,,
3988,40,31,,26,,,,10,,1,,,,,
3973,57,27,1,31,,,,6,1,,,,,,
3963,54,35,,36,1,,,7,,,,,,,
3979,61,21,1,27,1,,,5,,1,,,,,
3969,57,40,1,20,1,,,8,,,,,,,
