column,max,min,range,mean,standard deviation,variance
0000,47.0,17.0,30.0,32.96,6.06183623878595,36.74585858585859
0001,20.0,2.0,18.0,9.21,3.1854942689280947,10.147373737373737
0010,29.0,8.0,21.0,16.58,4.262071389037557,18.165252525252527
0011,1.0,0.0,1.0,0.04,0.1969463855669324,0.038787878787878795
0100,9.0,0.0,9.0,3.92,1.9983831848610398,3.993535353535353
0101,1.0,0.0,1.0,0.01,0.1,0.01
0110,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
0111,0.0,0.0,0.0,0.0,0.0,0.0
1000,9.0,0.0,9.0,3.13,1.8238321294361595,3.326363636363636
1001,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1010,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
