0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
4049,15,7,,18,,,,7,,,,,,,
4047,10,3,,21,,,,15,,,,,,,
4045,12,9,,16,,,,14,,,,,,,
4049,14,5,,16,,,,12,,,,,,,
4046,10,7,,18,,,,14,,,,1,,,
4053,11,3,,15,,,,14,,,,,,,
4046,14,8,,21,,,,7,,,,,,,
4050,11,6,,18,,,,11,,,,,,,
4052,8,5,,13,,,,18,,,,,,,
4057,11,9,,11,,,,8,,,,,,,
4045,10,8,,18,,,,14,,,,1,,,
4061,8,2,,14,,,,11,,,,,,,
4053,8,6,,19,1,,,9,,,,,,,
4061,5,5,,16,,,,8,1,,,,,,
4051,14,5,,14,,,,12,,,,,,,
4062,9,,,16,1,,,7,,1,,,,,
4049,12,2,,24,,,,9,,,,,,,
4051,14,7,,14,1,,,9,,,,,,,
4052,10,4,,17,,,,13,,,,,,,
4053,16,4,,14,,,,9,,,,,,,
4053,6,7,,18,,,,12,,,,,,,
4060,7,8,,12,,,,9,,,,,,,
4042,12,9,,17,,,,16,,,,,,,
4046,8,7,,21,,,,14,,,,,,,
4047,17,4,,18,,,,10,,,,,,,
4054,9,4,,19,,,,10,,,,,,,
4045,9,5,,13,,,,24,,,,,,,
4055,15,4,,11,,,,11,,,,,,,
4044,16,6,,10,,,,20,,,,,,,
4043,14,8,,19,,,,12,,,,,,,
4057,8,4,,17,,,,10,,,,,,,
4051,11,8,,15,,,,11,,,,,,,
4052,13,4,,12,,,,15,,,,,,,
4055,8,7,,11,,,,14,,,,1,,,
4064,11,2,,9,,,,10,,,,,,,
4050,14,5,,16,,,,11,,,,,,,
4046,14,2,,17,,,,17,,,,,,,
4057,4,5,,17,,,,13,,,,,,,
4054,9,6,,17,,,,10,,,,,,,
4045,14,5,,19,,,,13,,,,,,,
4037,10,8,,25,,,,15,,,,1,,,
4056,8,7,,9,,,,16,,,,,,,
4050,11,6,,15,,,,14,,,,,,,
4051,7,8,,18,,,,12,,,,,,,
4049,9,5,,13,,,,20,,,,,,,
4051,11,7,,14,,,,13,,,,,,,
4048,10,11,,10,,,,16,,,,1,,,
4045,15,7,,12,,,,16,1,,,,,,
4048,10,3,,16,,,,16,1,,,2,,,
4050,6,8,,22,,,,10,,,,,,,
4057,6,9,,18,,,,6,,,,,,,
4062,5,6,,16,,,,7,,,,,,,
4060,6,4,,16,,,,10,,,,,,,
4041,10,6,,24,,,,15,,,,,,,
4051,10,9,,14,,,,12,,,,,,,
4053,6,7,,16,,,,14,,,,,,,
4045,18,4,,19,,,,10,,,,,,,
4045,11,8,,14,1,,,17,,,,,,,
4050,12,5,,16,,,,13,,,,,,,
4051,3,7,,17,,,,17,,,,1,,,
4058,7,2,,14,,,,15,,,,,,,
4052,5,8,,15,,,,16,,,,,,,
4041,12,5,,21,,,,17,,,,,,,
4046,11,8,,16,,,,15,,,,,,,
4050,6,6,,18,,,,16,,,,,,,
4056,6,5,,16,,,,13,,,,,,,
4057,7,5,,15,,,,12,,,,,,,
4062,9,4,,13,,,,8,,,,,,,
4052,12,2,1,20,,,,9,,,,,,,
4051,13,3,,18,,,,11,,,,,,,
4053,8,7,,20,,,,8,,,,,,,
4045,8,11,,12,,,,20,,,,,,,
4059,6,2,,18,,,,11,,,,,,,
4043,10,11,,20,,,,12,,,,,,,
4047,14,7,,15,,,,13,,,,,,,
4066,10,2,,8,,,,10,,,,,,,
4048,8,10,,14,,,,16,,,,,,,
4047,7,10,,15,,,,16,,1,,,,,
4050,9,5,,15,,,,17,,,,,,,
4050,11,4,,15,,,,16,,,,,,,
4056,10,3,,17,,,,10,,,,,,,
4048,9,7,,19,,,,13,,,,,,,
4049,12,2,,17,,,,16,,,,,,,
4042,19,3,,20,,,,12,,,,,,,
4058,6,4,,14,,,,14,,,,,,,
4049,10,5,,15,,,,16,,,,1,,,
4055,12,6,,11,,,,12,,,,,,,
4055,8,4,,15,,,,14,,,,,,,
4046,10,5,,16,,,,19,,,,,,,
4051,8,4,,17,,,,16,,,,,,,
4047,9,4,,23,,,,12,,,,1,,,
4038,21,8,,15,,,,14,,,,,,,
4057,6,2,,15,,,,16,,,,,,,
4051,9,6,,15,,,,15,,,,,,,
4066,9,3,,10,,,,8,,,,,,,
4039,17,9,,18,,,,12,,,,1,,,
4062,10,4,,10,,,,10,,,,,,,
4057,7,6,,12,,,,12,,,,2,,,
4046,11,6,,19,,,,14,,,,,,,
4052,9,4,,18,,,,13,,,,,,,
