column,max,min,range,mean,standard deviation,variance
0000,106.0,59.0,47.0,82.27,9.43436122464959,89.00717171717172
0001,66.0,33.0,33.0,50.61,6.593377454888067,43.47262626262625
0010,13.0,2.0,11.0,5.85,2.3197657492326953,5.381313131313129
0011,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
0100,18.0,2.0,16.0,9.84,3.286704161074471,10.802424242424243
0101,1.0,0.0,1.0,0.13,0.33799766898963113,0.11424242424242424
0110,0.0,0.0,0.0,0.0,0.0,0.0
0111,0.0,0.0,0.0,0.0,0.0,0.0
1000,26.0,4.0,22.0,15.53,4.026314955540876,16.211212121212128
1001,2.0,0.0,2.0,0.2,0.4494665749754947,0.20202020202020202
1010,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0,0.0,1.0,0.06,0.23868325657594203,0.05696969696969697
1101,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
