column,max,min,range,mean,standard deviation,variance
0000,60.0,32.0,28.0,45.8,6.627155643199572,43.91919191919193
0001,12.0,1.0,11.0,5.46,2.3545357045155173,5.543838383838383
0010,23.0,6.0,17.0,16.18,3.804250679479894,14.472323232323234
0011,1.0,0.0,1.0,0.02,0.14070529413628965,0.01979797979797979
0100,24.0,6.0,18.0,14.0,3.521937024428518,12.404040404040405
0101,1.0,0.0,1.0,0.02,0.14070529413628968,0.019797979797979794
0110,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
0111,0.0,0.0,0.0,0.0,0.0,0.0
1000,17.0,4.0,13.0,9.97,3.033333333333333,9.20111111111111
1001,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1010,1.0,0.0,1.0,0.06,0.238683256575942,0.056969696969696955
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
1101,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
