column,max,min,range,mean,standard deviation,variance
0000,63.0,28.0,35.0,42.04,6.57654233552169,43.25090909090909
0001,29.0,9.0,20.0,18.21,4.276539240880163,18.28878787878788
0010,19.0,4.0,15.0,9.6,3.2473765635439555,10.545454545454549
0011,1.0,0.0,1.0,0.05,0.2190429135575903,0.047979797979797977
0100,11.0,1.0,10.0,5.91,2.1419098435223125,4.587777777777778
0101,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
0110,1.0,0.0,1.0,0.05,0.2190429135575903,0.047979797979797977
0111,0.0,0.0,0.0,0.0,0.0,0.0
1000,18.0,3.0,15.0,8.11,2.9742837182023565,8.846363636363634
1001,1.0,0.0,1.0,0.04,0.19694638556693236,0.03878787878787879
1010,1.0,0.0,1.0,0.02,0.14070529413628965,0.01979797979797979
1011,0.0,0.0,0.0,0.0,0.0,0.0
1100,1.0,0.0,1.0,0.01,0.09999999999999999,0.009999999999999998
1101,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,0.0,0.0,0.0,0.0,0.0
