0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
4090,,1,,5,,,,,,,,,,,
4088,,1,,6,,,,1,,,,,,,
4083,,1,,7,,,,5,,,,,,,
4091,,2,,2,,,,1,,,,,,,
4085,,4,,3,,,,4,,,,,,,
4088,,1,,4,,,,3,,,,,,,
4085,,2,,5,,,,4,,,,,,,
4089,,1,,3,,,,3,,,,,,,
4091,,,,3,,,,2,,,,,,,
4084,,,,8,,,,4,,,,,,,
4091,,3,,2,,,,,,,,,,,
4092,,2,,2,,,,,,,,,,,
4089,,2,,4,,,,1,,,,,,,
4091,,3,,1,,,,1,,,,,,,
4087,,2,,4,,,,3,,,,,,,
4089,,1,,4,,,,2,,,,,,,
4090,,1,,2,,,,3,,,,,,,
4093,,,,2,,,,1,,,,,,,
4087,,3,,4,,,,2,,,,,,,
4089,,2,,5,,,,,,,,,,,
4087,,3,,3,,1,,2,,,,,,,
4084,,3,,5,,,,4,,,,,,,
4089,,2,,5,,,,,,,,,,,
4090,,,,5,,,,1,,,,,,,
4085,,4,,6,,,,1,,,,,,,
4089,,3,,3,,,,1,,,,,,,
4092,,1,,1,,,,2,,,,,,,
4085,,3,,6,,,,2,,,,,,,
4092,,,,2,,,,2,,,,,,,
4089,,3,,2,,,,2,,,,,,,
4095,,,,1,,,,,,,,,,,
4088,,2,,4,,,,2,,,,,,,
4086,,4,,4,,,,2,,,,,,,
4083,,4,,7,,,,2,,,,,,,
4089,,2,,3,,,,2,,,,,,,
4084,,3,,4,,,,5,,,,,,,
4092,,1,,2,,,,1,,,,,,,
4082,,4,,7,,,,3,,,,,,,
4088,,2,,4,,,,2,,,,,,,
4088,,2,,5,,,,1,,,,,,,
4091,,2,,2,,,,1,,,,,,,
4089,,3,,4,,,,,,,,,,,
4085,,,,6,,,,5,,,,,,,
4094,,1,,1,,,,,,,,,,,
4088,,2,,6,,,,,,,,,,,
4088,,1,,5,,,,2,,,,,,,
4090,,3,,2,,,,1,,,,,,,
4088,,2,,5,,,,1,,,,,,,
4090,,3,,2,,,,1,,,,,,,
4091,,3,,2,,,,,,,,,,,
