0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
4058,13,14,,4,,,,7,,,,,,,
4058,15,9,,8,,,,6,,,,,,,
4054,17,11,,8,,,,6,,,,,,,
4060,15,10,,5,,,,6,,,,,,,
4044,18,14,,11,,,,9,,,,,,,
4041,29,11,,5,,,,10,,,,,,,
4059,17,9,,7,,,,4,,,,,,,
4054,22,7,,3,,,,10,,,,,,,
4063,16,4,,9,,,,4,,,,,,,
4061,13,8,,7,,1,,6,,,,,,,
4047,19,9,,8,,,,12,1,,,,,,
4033,28,16,,6,1,,,12,,,,,,,
4055,19,8,,7,1,,,6,,,,,,,
4057,15,12,,6,,,,6,,,,,,,
4050,17,12,1,6,,1,,9,,,,,,,
4046,22,11,,10,,,,7,,,,,,,
4062,17,10,,3,,,,4,,,,,,,
4061,16,7,,4,,,,8,,,,,,,
4055,18,8,,7,,,,8,,,,,,,
4057,19,7,,3,,1,,8,,1,,,,,
4052,24,11,,4,,,,5,,,,,,,
4056,12,10,,5,,,,13,,,,,,,
4054,20,8,,7,,,,7,,,,,,,
4061,15,12,,3,,,,5,,,,,,,
4062,17,9,,5,,,,3,,,,,,,
4065,15,4,,7,,,,5,,,,,,,
4056,19,9,,4,,,,8,,,,,,,
4045,29,12,,7,,,,3,,,,,,,
4063,12,6,,6,,,,9,,,,,,,
4046,16,19,,10,,1,,4,,,,,,,
4056,18,6,,5,,,,11,,,,,,,
4065,12,8,,6,,,,5,,,,,,,
4052,23,6,,7,,,,8,,,,,,,
4052,25,7,,2,,,,10,,,,,,,
4051,18,11,,6,,,,9,,1,,,,,
4062,10,11,,7,,,,6,,,,,,,
4055,20,10,,5,,,,6,,,,,,,
4059,13,8,,6,,,,10,,,,,,,
4052,15,14,,7,,,,8,,,,,,,
4051,20,7,,8,,,,10,,,,,,,
4050,18,9,,7,,,,12,,,,,,,
4052,24,10,,5,,,,5,,,,,,,
4061,11,8,,8,,,,8,,,,,,,
4055,22,5,,5,,,,9,,,,,,,
4043,21,15,,4,,,,13,,,,,,,
4053,17,13,,3,,,,10,,,,,,,
4048,20,16,,4,,,,8,,,,,,,
4047,24,9,,7,,,,9,,,,,,,
4060,16,8,,7,,,,5,,,,,,,
4056,9,16,,10,,,,5,,,,,,,
