0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
4028,17,11,,19,,,,21,,,,,,,
4040,7,15,,13,,,,21,,,,,,,
4033,17,11,,7,,,,28,,,,,,,
4036,14,7,,10,,,,28,1,,,,,,
4034,14,10,,9,,,,29,,,,,,,
4035,19,6,,7,,,,29,,,,,,,
4042,14,8,,9,,,,23,,,,,,,
4051,11,7,,5,,,,22,,,,,,,
4031,7,18,,18,,,,22,,,,,,,
4038,18,11,,7,,,,22,,,,,,,
4048,14,9,,6,,,,17,1,,,1,,,
4042,13,12,,12,,,,17,,,,,,,
4023,22,11,,8,,,,32,,,,,,,
4029,14,11,,7,,,,35,,,,,,,
4040,16,9,,9,,,,22,,,,,,,
4037,7,12,,14,,,,26,,,,,,,
4045,11,7,,11,,,,20,1,1,,,,,
4039,13,9,,8,,1,,26,,,,,,,
4042,12,10,,11,,,,21,,,,,,,
4041,6,7,,9,,,,33,,,,,,,
4034,9,8,,14,,,,31,,,,,,,
4035,13,4,,12,,,,32,,,,,,,
4038,11,16,,6,,,,24,,,,1,,,
4043,8,4,,9,1,,,30,,,,1,,,
4034,10,8,,13,,,,31,,,,,,,
4048,9,6,,7,,,,25,1,,,,,,
4035,12,12,,6,,,,31,,,,,,,
4037,10,10,,8,,,,31,,,,,,,
4034,13,11,,9,,,,29,,,,,,,
4035,14,12,,11,,,,24,,,,,,,
4043,7,8,1,14,,,,23,,,,,,,
4045,9,7,,7,,,,27,1,,,,,,
4036,10,8,,10,,,,32,,,,,,,
4028,17,16,,10,,,,25,,,,,,,
4042,11,8,,15,,,,20,,,,,,,
4048,7,9,,7,,,,25,,,,,,,
4035,9,12,,12,,,,28,,,,,,,
4046,7,12,,9,,,,22,,,,,,,
4053,8,4,,14,1,,,16,,,,,,,
4043,14,9,,6,,,,24,,,,,,,
4034,14,11,,9,,,,28,,,,,,,
4036,16,8,,7,,,,29,,,,,,,
4036,19,11,,10,,,,20,,,,,,,
4041,9,13,,5,,,,28,,,,,,,
4037,13,13,,7,,,,26,,,,,,,
4034,12,14,,10,,,,26,,,,,,,
4038,11,9,,6,,,,32,,,,,,,
4036,18,8,,4,,,,29,,1,,,,,
4013,15,17,,14,,,,37,,,,,,,
4035,9,9,,11,,,,31,,1,,,,,
4046,14,9,,4,,,,23,,,,,,,
4041,11,10,,10,,,,24,,,,,,,
4039,10,6,,8,,,,33,,,,,,,
4034,17,12,,10,,,,22,,1,,,,,
4040,10,10,,10,,,,26,,,,,,,
4043,12,14,,11,,,,16,,,,,,,
4030,12,10,1,11,,,,30,,,,2,,,
4037,10,10,,8,,,,30,1,,,,,,
4037,11,11,,10,,,,27,,,,,,,
4029,15,11,,13,,,,28,,,,,,,
4039,9,11,,12,,,,25,,,,,,,
4028,10,9,,15,,1,,33,,,,,,,
4051,10,8,,7,,,,20,,,,,,,
4043,12,8,,8,,,,25,,,,,,,
4028,20,8,1,6,,,,33,,,,,,,
4038,6,13,,9,,,,30,,,,,,,
4030,14,14,,12,,,,26,,,,,,,
4037,12,12,,7,,,,28,,,,,,,
4038,10,13,,14,,,,21,,,,,,,
4037,12,6,,7,,,,34,,,,,,,
4051,11,7,,7,,,,20,,,,,,,
4034,17,10,,7,1,,,27,,,,,,,
4042,6,6,,9,,,,33,,,,,,,
4037,10,7,,12,,,,30,,,,,,,
4040,12,11,,10,,,,23,,,,,,,
4038,11,8,,10,,,,29,,,,,,,
4045,9,9,,12,,,,21,,,,,,,
4031,13,7,,12,,,,33,,,,,,,
4028,13,8,,8,1,,,38,,,,,,,
4041,9,7,,10,,,,29,,,,,,,
4043,16,1,,12,,,,24,,,,,,,
4028,15,7,,9,,1,,36,,,,,,,
4029,16,17,,10,,,,24,,,,,,,
4028,14,9,,11,,,,33,,1,,,,,
4036,14,8,,7,,,,30,1,,,,,,
4035,10,8,,13,,,,30,,,,,,,
4041,7,7,,12,,,,29,,,,,,,
4022,25,7,,17,,,,24,1,,,,,,
4028,12,20,,10,,,,26,,,,,,,
4033,10,6,,15,,,,32,,,,,,,
4034,13,13,,12,,,,24,,,,,,,
4041,15,8,,9,,,,23,,,,,,,
4050,8,8,,9,,,,20,,,,1,,,
4041,11,9,,13,,1,,21,,,,,,,
4021,18,15,,10,,,,31,,1,,,,,
4039,17,7,,12,,,,21,,,,,,,
4031,15,9,,14,,,,27,,,,,,,
4036,13,7,,12,,1,,27,,,,,,,
4037,15,12,1,10,,,,21,,,,,,,
4047,6,12,,7,,1,,23,,,,,,,
